acc,start,end,label
P53193,101,176,structured
P53254,1,80,disordered
P53254,100,274,structured
P53254,282,317,structured
P53254,326,445,structured
P53254,453,983,structured
P53254,984,1009,disordered
P53254,1010,1116,structured
P53254,1117,1127,disordered
P53254,1128,1237,structured
P53350,13,41,disordered
P53350,42,323,structured
P53350,324,373,disordered
P53350,374,384,structured
P53350,385,400,disordered
P53350,401,402,structured
P53350,403,405,disordered
P53350,406,431,structured
P53350,433,464,structured
P53350,465,469,disordered
P53350,470,487,structured
P53350,488,507,disordered
P53350,508,546,structured
P53350,547,549,disordered
P53350,550,567,structured
P53350,568,572,disordered
P53350,573,577,structured
P53350,579,592,structured
P53350,593,603,disordered
P53378,3,277,structured
P53378,286,438,structured
P53378,439,473,disordered
P53551,39,165,structured
P53551,166,258,disordered
P53632,1,160,disordered
P53632,161,481,structured
P53632,482,584,disordered
P53779,1,46,disordered
P53779,47,53,structured
P53779,54,55,disordered
P53779,56,70,structured
P53779,71,76,disordered
P53779,77,205,structured
P53779,206,231,disordered
P53779,232,318,structured
P53779,319,324,disordered
P53779,325,363,structured
P53779,364,384,disordered
P53779,385,400,structured
P53779,401,464,disordered
P53816,6,39,structured
P53816,40,57,disordered
P53816,58,124,structured
P53853,1,16,disordered
P53853,17,129,structured
P53853,130,136,disordered
P53853,137,160,structured
P53853,161,167,disordered
P53853,168,221,structured
P53853,222,264,disordered
P53865,429,534,structured
P53865,537,571,structured
P53865,572,581,disordered
P53905,1,26,disordered
P53905,27,70,structured
P53905,86,104,structured
P53905,105,115,disordered
P53927,1,87,disordered
P53927,88,178,structured
P53927,179,220,disordered
P53954,79,92,disordered
P53999,1,60,disordered
P53999,62,127,structured
P54252,1,173,structured
P54252,174,361,disordered
P54368,69,92,disordered
P54368,93,106,structured
P54368,110,125,disordered
P54368,126,205,structured
P54368,208,219,structured
P54578,103,139,structured
P54578,147,219,structured
P54578,241,258,structured
P54578,262,331,structured
P54578,342,372,structured
P54578,402,483,structured
P54578,484,494,disordered
P54687,1,21,disordered
P54687,24,193,structured
P54687,199,385,structured
P54725,1,77,structured
P54725,79,160,disordered
P54725,161,200,structured
P54725,201,231,disordered
P54725,232,282,structured
P54725,283,316,disordered
P54725,318,360,structured
P54936,423,487,disordered
P55011,1,286,disordered
P55011,287,556,structured
P55011,557,572,disordered
P55011,573,645,structured
P55011,648,753,structured
P55036,1,191,structured
P55036,246,256,disordered
P55036,263,377,disordered
P55127,415,591,disordered
P55145,25,161,structured
P55145,162,182,disordered
P55197,1,23,disordered
P55197,24,178,structured
P55197,179,190,disordered
P55197,191,199,structured
P55197,715,781,structured
P55210,58,187,structured
P55210,197,211,disordered
P55210,213,227,structured
P55210,231,273,structured
P55210,286,302,structured
P55211,1,95,structured
P55211,96,100,disordered
P55211,102,128,disordered
P55211,139,147,disordered
P55211,148,287,structured
P55211,288,334,disordered
P55211,335,416,structured
P55263,21,302,structured
P55263,310,345,structured
P55263,348,362,disordered
P55285,494,591,structured
P55285,592,607,disordered
P55735,1,14,disordered
P55735,15,164,structured
P55735,173,302,structured
P55735,305,316,disordered
P55980,1,23,disordered
P55980,222,302,disordered
P55980,331,343,structured
P55980,349,478,structured
P55980,479,488,disordered
P55980,491,509,structured
P55980,510,536,disordered
P55980,537,641,structured
P55980,650,706,structured
P55980,721,736,structured
P55980,738,756,structured
P55980,764,822,structured
P55980,824,1186,disordered
P56206,2,84,structured
P56206,85,170,disordered
P56206,171,506,structured
P56211,1,112,disordered
P56254,72,88,disordered
P56254,89,121,structured
P56287,16,440,structured
P56287,443,678,disordered
P56524,64,129,structured
P56524,130,153,disordered
P56524,154,166,structured
P56524,169,181,structured
P56524,343,359,disordered
P56524,648,652,disordered
P56524,653,664,structured
P56524,665,679,disordered
P56524,680,727,structured
P56524,728,760,disordered
P56524,761,829,structured
P56524,830,831,disordered
P56524,832,995,structured
P56524,996,1004,disordered
P56524,1005,1031,structured
P56524,1032,1033,disordered
P56524,1034,1049,structured
P56524,1050,1057,disordered
P56621,2,30,disordered
P56696,74,191,structured
P56696,200,324,structured
P56696,331,356,structured
P56696,532,549,structured
P56696,550,593,disordered
P56777,1,479,structured
P56777,480,508,disordered
P56926,43,536,structured
P56926,565,613,structured
P56926,620,632,structured
P56926,633,852,disordered
P56962,94,121,disordered
P56962,142,228,disordered
P58004,1,65,disordered
P58004,66,219,structured
P58004,222,232,disordered
P58004,240,255,disordered
P58004,256,269,structured
P58004,281,294,structured
P58004,295,309,disordered
P58004,310,328,structured
P58004,333,478,structured
P58753,15,35,disordered
P58753,79,109,structured
P58753,128,167,structured
P58753,172,221,structured
P59635,15,80,structured
P59635,81,94,disordered
P59636,9,25,structured
P59636,26,37,disordered
P59636,38,98,structured
P60006,2,19,structured
P60006,57,121,disordered
P60340,9,123,structured
P60340,124,152,disordered
P60340,153,310,structured
P60460,1,20,disordered
P60460,21,52,structured
P60472,17,70,structured
P60472,72,83,disordered
P60472,90,238,structured
P60472,239,253,disordered
P60484,14,37,structured
P60484,42,281,structured
P60484,286,309,disordered
P60484,314,351,structured
P60484,353,403,disordered
P60723,1,40,structured
P60723,41,103,disordered
P60723,104,201,structured
P60761,26,47,disordered
P60761,51,62,disordered
P60881,1,206,disordered
P61012,1,20,disordered
P61012,26,40,structured
P61073,1,38,disordered
P61073,39,66,structured
P61073,70,227,structured
P61073,235,303,structured
P61073,304,325,disordered
P61244,1,14,disordered
P61244,21,160,disordered
P61587,1,19,disordered
P61587,22,200,structured
P61765,4,107,structured
P61765,110,267,structured
P61765,276,294,structured
P61765,295,358,disordered
P61765,359,451,structured
P61765,472,502,structured
P61765,533,588,structured
P61926,1,76,disordered
P62137,7,297,structured
P62137,298,330,disordered
P62318,1,5,disordered
P62318,6,79,structured
P62318,82,126,disordered
P62328,1,44,disordered
P62330,12,33,structured
P62330,34,56,disordered
P62330,57,172,structured
P62495,7,328,structured
P62495,329,372,disordered
P62495,373,413,structured
P62495,414,437,disordered
P62552,1,72,disordered
P62558,157,266,structured
P62558,272,323,disordered
P62696,1,14,disordered
P62696,15,103,structured
P62799,1,29,disordered
P62799,30,37,structured
P62799,39,94,structured
P62799,95,103,disordered
P62826,1,8,disordered
P62826,9,30,structured
P62826,31,44,disordered
P62826,45,68,structured
P62826,69,74,disordered
P62826,75,122,structured
P62826,123,144,disordered
P62826,145,169,structured
P62826,170,216,disordered
P62877,1,108,disordered
P62965,1,137,disordered
P63027,1,89,disordered
P63098,1,14,disordered
P63098,16,157,structured
P63098,158,170,disordered
P63101,2,66,structured
P63101,67,76,disordered
P63101,77,132,structured
P63101,136,201,structured
P63101,202,215,disordered
P63101,216,228,structured
P63101,229,245,disordered
P63158,11,50,structured
P63158,54,72,structured
P63158,73,99,disordered
P63158,100,116,structured
P63158,122,136,structured
P63158,139,157,structured
P63158,165,215,disordered
P63241,1,14,disordered
P63241,16,44,structured
P63241,56,94,structured
P63241,99,111,structured
P63241,114,148,structured
P63315,103,161,disordered
P63883,35,145,structured
P63883,153,162,structured
P63883,163,174,disordered
P63883,175,309,structured
P63883,310,321,disordered
P63883,322,408,structured
P68005,1,13,disordered
P68005,14,36,structured
P68135,1,8,disordered
P68135,9,33,structured
P68135,34,71,disordered
P68135,72,202,structured
P68135,203,206,disordered
P68135,207,232,structured
P68135,233,237,disordered
P68135,238,240,structured
P68135,241,251,disordered
P68135,252,366,structured
P68135,367,377,disordered
P68336,413,490,disordered
P68363,1,37,structured
P68363,47,415,structured
P68363,416,451,disordered
P68390,1,65,disordered
P68390,135,185,structured
P68466,1,5,disordered
P68466,6,81,structured
P68466,82,94,disordered
P68466,95,115,structured
P68466,116,128,disordered
P68466,129,149,structured
P68688,1,43,structured
P68688,44,59,disordered
P68688,60,85,structured
P68927,1,50,structured
P68927,51,72,disordered
P69346,1,83,disordered
P69411,17,46,disordered
P69490,2,143,structured
P69490,144,159,disordered
P69723,1,140,structured
P69723,141,192,disordered
P69924,2,340,structured
P69924,342,376,disordered
P70280,1,70,structured
P70280,73,111,structured
P70280,128,163,structured
P70280,164,188,disordered
P70429,1,27,structured
P70429,33,113,structured
P70429,114,130,disordered
P70444,1,40,structured
P70444,41,109,disordered
P70444,110,195,structured
P70447,1,31,disordered
P70447,49,75,disordered
P70475,90,172,disordered
P70475,487,606,disordered
P70604,396,424,disordered
P70604,425,435,structured
P70604,436,487,disordered
P70604,490,526,structured
P71590,1,32,disordered
P71590,33,132,structured
P71590,133,429,disordered
P71590,435,527,structured
P72975,1,149,disordered
P73124,1,65,disordered
P75966,1,36,disordered
P75966,38,158,structured
P75966,160,216,structured
P76045,25,40,structured
P76045,49,78,structured
P76045,85,121,structured
P76045,126,162,structured
P76045,168,199,structured
P76045,205,240,structured
P76045,241,252,disordered
P76045,253,280,structured
P76045,288,301,structured
P76063,80,98,disordered
P76216,3,18,structured
P76216,19,34,disordered
P76216,35,441,structured
P76407,5,145,structured
P76407,147,158,disordered
P76407,166,227,structured
P76407,246,299,structured
P77072,1,20,disordered
P77072,21,145,structured
P77072,146,161,disordered
P77072,162,208,structured
P77173,29,185,disordered
P77173,191,326,structured
P77522,1,33,disordered
P77522,38,75,structured
P77522,80,156,disordered
P77522,158,491,structured
P78330,5,44,structured
P78330,45,56,disordered
P78330,57,221,structured
P78352,1,71,disordered
P78352,115,125,structured
P78352,145,246,structured
P78352,310,330,structured
P78352,333,400,structured
P78352,404,413,structured
P78356,1,33,disordered
P78356,34,128,structured
P78356,138,218,structured
P78356,225,246,structured
P78356,256,292,structured
P78356,304,342,disordered
P78356,343,372,structured
P78356,373,390,disordered
P78356,400,415,structured
P78362,1,80,disordered
P78362,81,155,structured
P78362,160,230,structured
P78362,231,511,disordered
P78362,512,687,structured
P78504,32,55,structured
P78504,56,65,disordered
P78504,66,142,structured
P78504,143,147,disordered
P78504,148,184,structured
P78504,185,186,disordered
P78504,187,298,structured
P78504,299,335,disordered
P78504,1094,1218,disordered
P78560,1,93,structured
P78560,95,136,disordered
P78560,137,199,structured
P78563,215,233,disordered
P78563,299,316,disordered
P78563,318,453,structured
P78563,454,477,disordered
P78563,506,514,disordered
P78563,516,533,structured
P78563,534,550,disordered
P78563,551,740,structured
P78794,1,23,disordered
P78794,24,70,structured
P78794,71,222,disordered
P78794,223,265,structured
P78953,1,452,disordered
P78953,580,653,structured
P78953,713,744,structured
P78953,761,811,structured
P78953,816,919,structured
P80192,135,172,structured
P80192,173,183,disordered
P80192,184,213,structured
P80192,216,297,structured
P80192,298,310,disordered
P80192,311,405,structured
P80192,407,447,structured
P80220,1,77,disordered
P80457,3,164,structured
P80457,166,191,disordered
P80457,224,528,structured
P80457,571,1315,structured
P80644,1,172,structured
P80644,173,191,disordered
P80723,1,227,disordered
P80870,1,80,structured
P80870,81,130,disordered
P81019,26,96,disordered
P81274,20,25,disordered
P81274,26,159,structured
P81274,160,169,disordered
P81274,170,274,structured
P81274,275,421,disordered
P81605,63,110,disordered
P82804,3,32,structured
P82804,33,58,disordered
P83731,1,62,structured
P83731,123,157,disordered
P83755,36,334,structured
P83755,335,344,disordered
P83916,20,69,structured
P83916,70,109,disordered
P83916,110,168,structured
P83916,169,185,disordered
P84092,1,158,disordered
P84092,170,217,structured
P84092,218,244,disordered
P84092,256,260,disordered
P84092,261,374,structured
P84092,376,380,disordered
P84092,381,435,structured
P84233,1,60,disordered
P84233,61,134,structured
P84233,135,136,disordered
P84634,651,734,structured
P84634,735,752,disordered
P85800,1,32,disordered
P89522,2,181,structured
P89522,183,193,disordered
P89522,195,242,structured
P89522,244,366,structured
P89522,372,474,structured
P90947,13,260,structured
P90947,276,347,structured
P90947,356,526,structured
P90947,527,537,disordered
P90947,540,606,structured
P90947,609,640,structured
P90947,690,699,structured
P90947,710,810,structured
P90947,817,850,structured
P90947,861,874,structured
P90976,115,180,disordered
P91870,1,46,disordered
P96884,20,59,structured
P96884,60,81,disordered
P96884,82,119,structured
P96884,122,158,structured
P96884,159,172,disordered
P96884,173,265,structured
P97303,331,520,disordered
P97675,53,146,structured
P97675,152,169,structured
P97675,178,323,structured
P97675,324,336,disordered
P97675,337,472,structured
P97675,473,492,disordered
P97675,493,579,structured
P97675,589,651,structured
P97675,658,683,structured
P97675,688,871,structured
P97784,1,2,disordered
P97784,3,37,structured
P97784,38,46,disordered
P97784,47,162,structured
P97784,163,177,disordered
P97784,178,202,structured
P97784,203,204,disordered
P97784,205,229,structured
P97784,233,242,disordered
P97784,243,276,structured
P97784,282,405,structured
P97784,412,470,structured
P97784,471,606,disordered
P98066,36,96,structured
P98066,109,128,structured
P98066,134,249,structured
P98066,250,277,disordered
P98177,82,96,disordered
P98177,97,181,structured
P98177,182,211,disordered
P9WF19,1,45,disordered
P9WF19,46,79,structured
P9WGI1,1,224,disordered
P9WGI1,225,416,structured
P9WGI1,454,523,structured
P9WHJ5,1,26,disordered
P9WHJ5,27,68,structured
P9WHJ5,69,79,disordered
P9WHJ5,80,108,structured
P9WHN5,1,64,disordered
P9WI73,1,75,disordered
P9WI73,87,115,structured
P9WI73,122,241,structured
P9WI73,246,304,structured
P9WI73,306,404,structured
P9WI73,406,431,structured
P9WI73,442,489,structured
P9WI73,497,648,structured
P9WI73,656,745,structured
P9WIP5,1,12,disordered
P9WIP5,13,55,structured
P9WIP5,56,71,disordered
P9WJ35,1,46,disordered
P9WJ35,51,73,structured
P9WJA9,1,54,disordered
P9WJA9,55,149,structured
P9WJA9,150,162,disordered
P9WJD9,11,84,structured
P9WJD9,86,126,disordered
P9WJD9,127,286,structured
P9WJD9,290,460,disordered
P9WKX3,1,35,disordered
P9WKX3,160,174,disordered
P9WNK3,1,16,disordered
P9WNK3,17,75,structured
P9WNK3,76,96,disordered
P9WNR7,73,397,structured
P9WNR7,407,455,structured
P9WNR7,456,478,disordered
Q00169,1,12,disordered
Q00169,13,118,structured
Q00169,119,190,disordered
Q00169,191,232,structured
Q00169,233,270,disordered
Q00534,1,11,disordered
Q00534,12,20,structured
Q00534,25,44,structured
Q00534,45,56,disordered
Q00534,72,84,structured
Q00534,93,166,structured
Q00534,167,181,disordered
Q00534,182,244,structured
Q00534,259,301,structured
Q00653,37,161,structured
Q00653,165,326,structured
Q00653,435,701,structured
Q00653,702,725,disordered
Q00653,726,756,structured
Q00653,766,859,structured
Q00780,570,612,disordered
Q00780,614,744,structured
Q00944,35,180,structured
Q00944,190,361,structured
Q00944,363,393,disordered
Q00944,415,565,structured
Q00944,573,584,disordered
Q00944,585,684,structured
Q00944,916,1053,structured
Q00958,233,395,structured
Q00958,396,420,disordered
Q00987,1,27,disordered
Q00987,28,41,structured
Q00987,42,44,disordered
Q00987,45,64,structured
Q00987,66,67,structured
Q00987,68,72,disordered
Q00987,73,85,structured
Q00987,87,92,structured
Q00987,93,94,disordered
Q00987,95,105,structured
Q00987,106,150,disordered
Q00987,210,304,disordered
Q00987,305,334,structured
Q00987,335,437,disordered
Q00987,438,491,structured
Q01080,8,44,structured
Q01080,47,110,structured
Q01080,115,415,disordered
Q01081,38,152,disordered
Q01094,87,95,disordered
Q01094,104,120,disordered
Q01094,196,301,disordered
Q01094,302,408,structured
Q01094,409,426,disordered
Q01101,1,510,disordered
Q01231,251,358,disordered
Q01417,1,173,disordered
Q01831,105,156,disordered
Q01831,815,940,disordered
Q01853,1,208,disordered
Q01853,209,336,structured
Q01853,337,338,disordered
Q01853,339,458,structured
Q01853,459,481,disordered
Q01853,482,494,structured
Q01853,495,511,disordered
Q01853,512,582,structured
Q01853,583,597,disordered
Q01853,598,609,structured
Q01853,610,615,disordered
Q01853,616,622,structured
Q01853,624,645,structured
Q01853,646,650,disordered
Q01853,651,664,structured
Q01853,665,685,disordered
Q01853,686,702,structured
Q01853,703,806,disordered
Q01924,396,591,disordered
Q01968,1,119,structured
Q01968,219,403,structured
Q01968,406,535,structured
Q01968,568,591,structured
Q01968,602,659,structured
Q01968,668,696,structured
Q01968,697,729,disordered
Q01968,730,872,structured
Q01968,881,896,structured
Q01970,13,91,structured
Q01970,97,470,structured
Q01970,471,572,disordered
Q01970,589,849,structured
Q01970,867,878,structured
Q01970,882,1234,disordered
Q02078,4,72,structured
Q02078,73,86,disordered
Q02078,92,95,disordered
Q02078,269,280,disordered
Q02199,1,269,disordered
Q02199,271,359,structured
Q02199,369,407,structured
Q02199,408,428,disordered
Q02199,436,470,structured
Q02297,34,133,structured
Q02297,177,202,structured
Q02297,205,225,structured
Q02297,226,241,disordered
Q02363,1,82,disordered
Q02413,774,1049,disordered
Q02521,10,185,disordered
Q02554,131,213,structured
Q02554,239,284,structured
Q02554,286,305,structured
Q02554,307,350,structured
Q02554,351,368,disordered
Q02629,1,640,disordered
Q02821,1,89,disordered
Q02821,90,463,structured
Q02821,464,470,disordered
Q02821,471,509,structured
Q02821,510,542,disordered
Q02948,1,156,disordered
Q02948,157,176,structured
Q02948,184,396,structured
Q02948,412,421,structured
Q02948,423,432,disordered
Q02948,433,460,structured
Q02948,463,488,disordered
Q02948,489,538,structured
Q02948,541,557,disordered
Q03071,1,99,disordered
Q03337,1,54,disordered
Q03337,55,103,structured
Q03337,104,164,disordered
Q03337,165,279,structured
Q03479,9,287,structured
Q03479,292,324,structured
Q03479,335,548,structured
Q03479,549,559,disordered
Q03479,560,643,structured
Q03479,652,692,structured
Q03519,1,129,disordered
Q03519,135,181,structured
Q03519,185,479,structured
Q03519,483,680,structured
Q03653,9,216,structured
Q03653,217,232,disordered
Q03653,233,242,structured
Q03653,244,560,structured
Q03689,11,138,structured
Q03689,145,216,structured
Q03689,225,227,structured
Q03689,228,289,disordered
Q03707,170,454,disordered
Q03768,1,265,disordered
Q03834,1,304,disordered
Q04049,1,509,structured
Q04049,510,632,disordered
Q04087,3,32,structured
Q04087,45,102,disordered
Q04206,20,37,structured
Q04206,52,274,structured
Q04206,292,320,disordered
Q04206,423,551,disordered
Q04410,1,372,disordered
Q04637,161,216,disordered
Q04637,290,754,disordered
Q04637,755,867,structured
Q04637,881,990,structured
Q04637,992,1599,disordered
Q04656,1,351,structured
Q04656,375,1124,structured
Q04656,1125,1176,disordered
Q04656,1177,1231,structured
Q04660,244,299,structured
Q04660,332,355,structured
Q04660,366,376,structured
Q04660,535,570,disordered
Q04866,55,186,structured
Q04866,206,249,disordered
Q04866,253,289,structured
Q04884,6,15,structured
Q04884,16,55,disordered
Q04884,56,71,structured
Q04884,72,116,disordered
Q04884,117,141,structured
Q04884,142,190,disordered
Q04884,191,215,structured
Q04884,216,231,disordered
Q04884,232,238,structured
Q04964,1,104,disordered
Q05022,1,1408,disordered
Q05022,1457,1701,structured
Q05022,1706,1721,structured
Q05080,2,275,structured
Q05080,276,300,disordered
Q05127,20,48,disordered
Q05127,67,145,structured
Q05127,218,340,structured
Q05128,5,16,disordered
Q05128,69,126,structured
Q05128,128,191,structured
Q05128,219,231,disordered
Q05128,309,326,disordered
Q05140,328,896,disordered
Q05158,8,67,structured
Q05158,68,117,disordered
Q05158,118,174,structured
Q05158,175,194,disordered
Q05320,32,187,structured
Q05320,190,212,disordered
Q05320,215,233,structured
Q05320,279,298,disordered
Q05320,465,501,disordered
Q05320,503,521,structured
Q05320,524,539,disordered
Q05320,540,598,structured
Q05320,632,641,disordered
Q05344,405,554,disordered
Q05344,555,624,structured
Q05344,625,723,disordered
Q05471,340,349,disordered
Q05471,391,410,disordered
Q05471,590,651,disordered
Q05471,682,885,structured
Q05471,913,1396,structured
Q05753,37,231,disordered
Q05753,232,423,structured
Q05776,1,61,structured
Q05776,62,71,disordered
Q05776,72,132,structured
Q05776,136,165,structured
Q05917,146,199,disordered
Q05917,200,259,structured
Q06208,1,62,disordered
Q06208,65,67,disordered
Q06208,68,151,structured
Q06208,152,187,disordered
Q06208,188,217,structured
Q06208,218,223,disordered
Q06208,224,254,structured
Q06208,255,258,disordered
Q06208,259,373,structured
Q06208,374,380,disordered
Q06208,389,395,disordered
Q06253,1,73,disordered
Q06406,1,10,disordered
Q06406,11,84,structured
Q06433,14,311,structured
Q06433,316,327,structured
Q06433,328,361,disordered
Q06433,362,394,structured
Q06433,395,413,disordered
Q06433,414,457,structured
Q06486,1,216,structured
Q06486,224,293,structured
Q06486,297,314,disordered
Q06556,806,969,disordered
Q06628,268,738,disordered
Q06696,1,395,disordered
Q06696,396,566,structured
Q06710,1,28,disordered
Q06710,29,63,structured
Q06710,64,86,disordered
Q06710,87,134,structured
Q06710,135,146,disordered
Q06787,1,2,disordered
Q06787,3,97,structured
Q06787,98,103,disordered
Q06787,104,199,structured
Q06787,200,213,disordered
Q06787,216,218,disordered
Q06787,219,280,structured
Q06787,281,437,disordered
Q06787,444,632,disordered
Q06810,194,345,disordered
Q07097,401,524,disordered
Q07157,18,110,structured
Q07157,183,262,structured
Q07157,265,420,disordered
Q07157,421,512,structured
Q07157,517,587,structured
Q07157,589,627,disordered
Q07157,630,640,structured
Q07157,675,687,disordered
Q07157,795,1631,disordered
Q07157,1632,1748,structured
Q07412,3,65,structured
Q07412,66,80,disordered
Q07412,81,164,structured
Q07412,165,178,disordered
Q07412,179,248,structured
Q07475,1,68,disordered
Q07528,1,160,disordered
Q07666,1,98,disordered
Q07666,99,135,structured
Q07666,136,156,disordered
Q07666,157,261,structured
Q07666,267,419,disordered
Q07731,78,117,disordered
Q07731,118,167,structured
Q07731,174,211,structured
Q07812,14,35,structured
Q07812,49,83,disordered
Q07812,87,123,structured
Q07812,129,167,structured
Q07812,172,188,structured
Q07820,73,88,disordered
Q07820,172,191,structured
Q07820,192,203,disordered
Q07820,204,320,structured
Q07889,7,95,structured
Q07889,103,177,structured
Q07889,200,404,structured
Q07889,419,474,structured
Q07889,487,549,structured
Q07889,567,589,structured
Q07889,597,653,structured
Q07889,672,743,structured
Q07889,754,1042,structured
Q07889,1117,1319,disordered
Q07912,109,117,disordered
Q07912,118,133,structured
Q07912,134,138,disordered
Q07912,139,159,structured
Q07912,160,170,disordered
Q07912,171,221,structured
Q07912,222,224,disordered
Q07912,225,278,structured
Q07912,279,291,disordered
Q07912,292,388,structured
Q07912,389,395,disordered
Q07912,396,446,structured
Q07912,447,489,disordered
Q07912,490,954,structured
Q07930,1,61,disordered
Q07930,112,121,disordered
Q07955,107,120,disordered
Q07955,122,195,structured
Q07955,196,248,disordered
Q08050,1,114,disordered
Q08050,222,231,disordered
Q08050,236,311,structured
Q08050,327,360,disordered
Q08050,694,748,disordered
Q08188,2,460,structured
Q08188,463,472,disordered
Q08188,481,693,structured
Q08209,1,23,disordered
Q08209,24,282,structured
Q08209,283,289,disordered
Q08209,290,340,structured
Q08209,341,346,disordered
Q08209,347,370,structured
Q08209,371,468,disordered
Q08209,469,486,structured
Q08209,487,521,disordered
Q08605,281,348,disordered
Q08605,349,367,structured
Q08605,368,444,disordered
Q08655,1,115,disordered
Q08826,1,29,disordered
Q08826,31,161,structured
Q09161,1,28,disordered
Q09161,29,40,structured
Q09161,41,43,disordered
Q09161,44,158,structured
Q09161,159,160,disordered
Q09161,161,484,structured
Q09161,485,497,disordered
Q09161,498,525,structured
Q09161,526,539,disordered
Q09161,540,663,structured
Q09161,664,691,disordered
Q09161,692,790,structured
Q09260,49,51,disordered
Q09260,52,114,structured
Q09260,115,132,disordered
Q09427,24,51,structured
Q09427,63,96,structured
Q09427,103,160,structured
Q09427,167,200,structured
Q09427,207,272,structured
Q09427,284,328,structured
Q09427,354,403,structured
Q09427,414,615,structured
Q09427,678,701,structured
Q09427,704,739,structured
Q09427,747,770,disordered
Q09427,771,921,structured
Q09427,928,1000,disordered
Q09427,1001,1039,structured
Q09427,1064,1272,structured
Q09427,1277,1318,structured
Q09427,1319,1343,disordered
Q09427,1344,1577,structured
Q09514,1,18,disordered
Q09514,19,166,structured
Q09514,167,181,disordered
Q09514,182,215,structured
Q09514,216,266,disordered
Q09535,10,50,structured
Q09535,62,82,structured
Q09535,90,104,structured
Q09535,108,121,disordered
Q09535,122,222,structured
Q09535,226,254,structured
Q09535,255,273,disordered
Q09535,274,421,structured
Q09683,7,13,disordered
Q09683,14,100,structured
Q09683,101,116,disordered
Q09683,117,133,structured
Q09683,134,142,disordered
Q09683,143,162,structured
Q09683,163,165,disordered
Q09683,166,323,structured
Q09683,324,328,disordered
Q09683,329,358,structured
Q09683,359,367,disordered
Q09683,368,411,structured
Q09683,412,413,disordered
Q09882,1,557,disordered
Q0GBY3,1,172,disordered
Q0JRZ9,3,258,structured
Q0JRZ9,259,274,disordered
Q0PF16,5,39,structured
Q0PF16,40,54,disordered
Q0PF16,55,82,structured
Q0PF16,95,135,structured
Q0PF16,155,228,structured
Q0PF16,266,277,structured
Q0PF16,287,326,structured
Q0PF16,348,495,structured
Q0WYX8,19,36,structured
Q0WYX8,45,75,structured
Q0WYX8,86,139,structured
Q0WYX8,147,176,structured
Q0WYX8,184,377,structured
Q0WYX8,385,583,structured
Q0WYX8,589,734,structured
Q0WYX8,736,920,disordered
Q10567,1,13,disordered
Q10567,14,583,structured
Q10589,22,45,structured
Q10589,61,78,structured
Q10589,79,89,disordered
Q10589,90,142,structured
Q10Q08,105,180,disordered
Q12051,1,32,structured
Q12051,41,186,structured
Q12051,193,218,structured
Q12051,225,301,structured
Q12051,310,322,disordered
Q12102,423,625,disordered
Q12142,1,285,disordered
Q12287,1,27,disordered
Q12287,28,69,structured
Q12306,1,23,disordered
Q12432,44,53,disordered
Q12476,5,52,structured
Q12476,63,117,structured
Q12476,122,146,structured
Q12476,147,159,disordered
Q12476,160,198,structured
Q12483,1,22,disordered
Q12483,23,232,structured
Q12495,136,193,structured
Q12495,457,519,disordered
Q12495,522,600,structured
Q12834,81,164,disordered
Q12834,168,471,structured
Q12834,477,499,disordered
Q12888,1,1484,disordered
Q12888,1485,1510,structured
Q12888,1511,1513,disordered
Q12888,1514,1602,structured
Q12888,1603,1634,disordered
Q12888,1666,1686,structured
Q12888,1713,1718,disordered
Q12888,1725,1740,structured
Q12888,1741,1770,disordered
Q12888,1771,1792,structured
Q12888,1793,1797,disordered
Q12888,1798,1907,structured
Q12888,1908,1911,disordered
Q12888,1912,1969,structured
Q12888,1970,1972,disordered
Q12972,144,225,disordered
Q13029,1,161,structured
Q13029,197,341,disordered
Q13042,2,93,structured
Q13042,94,126,disordered
Q13042,127,211,structured
Q13042,229,527,structured
Q13042,528,620,disordered
Q13137,21,78,structured
Q13137,89,125,structured
Q13137,127,141,disordered
Q13137,365,413,disordered
Q13137,417,446,structured
Q13148,263,414,disordered
Q13153,1,56,disordered
Q13153,70,137,disordered
Q13153,138,147,structured
Q13153,148,256,disordered
Q13153,257,263,structured
Q13153,264,266,disordered
Q13153,268,274,disordered
Q13153,275,277,structured
Q13153,278,283,disordered
Q13153,288,294,disordered
Q13153,301,313,disordered
Q13153,314,334,structured
Q13153,335,341,disordered
Q13153,342,407,structured
Q13153,408,425,disordered
Q13153,426,437,structured
Q13153,438,439,disordered
Q13153,440,491,structured
Q13153,492,545,disordered
Q13164,1,46,disordered
Q13164,79,203,structured
Q13164,219,390,structured
Q13188,9,27,disordered
Q13188,33,39,disordered
Q13188,47,51,disordered
Q13188,58,63,disordered
Q13188,64,90,structured
Q13188,91,95,disordered
Q13188,96,164,structured
Q13188,165,182,disordered
Q13188,183,302,structured
Q13188,303,454,disordered
Q13188,455,488,structured
Q13188,489,491,disordered
Q13224,1,33,disordered
Q13224,62,200,structured
Q13224,201,212,disordered
Q13224,215,248,structured
Q13224,253,327,structured
Q13224,331,345,structured
Q13224,348,392,structured
Q13224,393,402,disordered
Q13224,406,438,structured
Q13224,451,579,structured
Q13224,580,599,disordered
Q13224,600,803,structured
Q13224,810,837,structured
Q13224,1259,1484,disordered
Q13316,17,513,disordered
Q13351,1,90,disordered
Q13363,28,316,structured
Q13363,317,440,disordered
Q13415,471,489,disordered
Q13415,662,673,disordered
